AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
40-64,female,majority,20-29y,university,upper class,0.562638406066886,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,1,0,0
40-64,male,majority,20-29y,university,middle class,0.571724625285796,1.0,before 2015,0.0,1.0,32765.0,15000.0,sedan,2.0,2,1,0
65+,female,majority,30y+,university,upper class,0.651007869017157,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,5.0,0,2,0
16-25,male,majority,0-9y,university,working class,0.370734817356791,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,poverty,0.305145077681343,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,upper class,0.574414421675843,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,2.0,0,5,1
26-39,female,majority,10-19y,university,middle class,0.450014568082603,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,1,0
26-39,male,majority,10-19y,university,upper class,0.636449095926163,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,1,4,0
65+,male,majority,30y+,university,upper class,0.457671702936089,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,4.0,0,8,0
26-39,female,minority,0-9y,high school,poverty,0.335747373200709,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,none,poverty,0.318694764891133,0.0,before 2015,0.0,1.0,32765.0,12000.0,sports car,1.0,2,0,0
26-39,male,majority,10-19y,university,upper class,0.557840327195567,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,0,0
16-25,female,majority,0-9y,none,working class,0.192427412428544,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,working class,0.352824325135443,0.0,before 2015,1.0,1.0,32765.0,11000.0,sports car,6.0,1,3,1
65+,female,majority,0-9y,university,upper class,0.647569234863379,0.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,upper class,0.616289338575794,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,none,middle class,0.504246929175957,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,1,0
16-25,male,majority,0-9y,high school,poverty,0.374962500678415,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,university,upper class,0.660315621298362,1.0,before 2015,0.0,1.0,10238.0,11000.0,sports car,0.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.416917887374115,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,3.0,0,0,0
26-39,female,majority,10-19y,high school,upper class,0.635084034775065,1.0,before 2015,1.0,0.0,10238.0,17000.0,sedan,0.0,1,0,0
26-39,male,majority,10-19y,high school,middle class,0.404928850740645,1.0,before 2015,1.0,1.0,92101.0,11000.0,sedan,2.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.495628392632995,0.0,after 2015,1.0,0.0,10238.0,11000.0,sedan,2.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.392177834965927,0.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,high school,upper class,0.514945049613751,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,2,0
65+,male,majority,30y+,university,upper class,0.503222539279631,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,6.0,2,10,0
26-39,female,majority,10-19y,university,upper class,0.714033903120574,1.0,before 2015,1.0,1.0,21217.0,11000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,high school,working class,0.367051239514525,0.0,before 2015,1.0,0.0,10238.0,14000.0,sedan,1.0,0,1,1
40-64,female,majority,20-29y,high school,middle class,0.579392904362415,1.0,before 2015,0.0,0.0,92101.0,13000.0,sedan,2.0,0,0,0
40-64,female,majority,20-29y,high school,middle class,0.558470223640241,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,1.0,0,4,0
16-25,female,majority,0-9y,high school,working class,0.291977658205194,0.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,middle class,0.661584142119008,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,5.0,0,0,0
16-25,female,majority,0-9y,none,poverty,0.378829028833099,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
16-25,female,minority,0-9y,high school,poverty,0.374070559017987,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.616289338575794,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,3.0,1,2,0
65+,male,majority,30y+,university,upper class,0.459378575152313,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,5,0
40-64,male,majority,20-29y,university,middle class,0.526753155719244,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,2.0,0,5,0
40-64,female,majority,0-9y,university,upper class,0.465450683757569,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
16-25,male,minority,0-9y,high school,middle class,0.408686698091273,1.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
65+,female,majority,20-29y,high school,upper class,0.588802138502184,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0,2,0
40-64,male,majority,20-29y,high school,upper class,0.61502467895473,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,3.0,1,0,0
65+,female,majority,30y+,high school,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,2.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.546460114054331,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,1.0,0,1,0
26-39,female,minority,10-19y,none,working class,0.431242179025551,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,1.0,0,1,0
65+,male,majority,0-9y,university,upper class,0.737994819837278,1.0,after 2015,1.0,0.0,10238.0,17000.0,sedan,0.0,0,0,0
40-64,female,majority,10-19y,none,working class,0.427373364270647,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,3.0,0,0,0
16-25,female,majority,0-9y,high school,poverty,0.41299184144217,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.695323197086133,0.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,3.0,1,1,0
16-25,female,majority,0-9y,high school,poverty,0.291234413467433,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.244133262998476,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
65+,male,majority,0-9y,university,upper class,0.508274014852183,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,none,poverty,0.293258481258127,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,none,poverty,0.343641719082905,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,1,0,1
16-25,female,majority,0-9y,university,poverty,0.5033225200786,0.0,before 2015,0.0,0.0,10238.0,15000.0,sports car,0.0,0,0,1
26-39,female,majority,0-9y,university,upper class,0.616289338575794,0.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.66305136906895,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,0,0
40-64,male,majority,0-9y,none,poverty,0.202708437944827,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,upper class,0.665343329329833,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,1.0,0,0,0
65+,male,majority,30y+,university,upper class,0.538623693287566,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,8.0,0,5,0
16-25,female,majority,0-9y,high school,working class,0.410136704788566,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.31364558461232,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
26-39,male,majority,0-9y,university,upper class,0.507324135620707,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.209507388382318,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,working class,0.490724054263764,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,middle class,0.58149867431758,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,5.0,0,0,0
26-39,female,majority,0-9y,high school,upper class,0.685035950524425,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,university,middle class,0.473931649437235,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,working class,0.431242179025551,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.512846136417945,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,4.0,0,2,0
40-64,male,majority,10-19y,university,upper class,0.6624617559275,1.0,after 2015,1.0,0.0,10238.0,13000.0,sedan,1.0,0,1,0
40-64,female,majority,20-29y,high school,upper class,0.556413315235535,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,4,0
16-25,female,minority,0-9y,high school,poverty,0.267346658506187,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.80941125905133,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,5.0,0,4,0
16-25,female,majority,0-9y,none,poverty,0.367943547991775,0.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.503354711199134,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,5.0,0,3,0
65+,female,majority,0-9y,none,middle class,0.534287706011648,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,university,middle class,0.526753155719244,0.0,before 2015,0.0,1.0,32765.0,10000.0,sports car,0.0,0,0,0
16-25,female,majority,0-9y,high school,middle class,0.526753155719244,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,none,middle class,0.449011775546327,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,7.0,0,1,1
40-64,male,majority,20-29y,university,upper class,0.803252341940517,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,2.0,0,3,0
26-39,female,majority,0-9y,high school,middle class,0.526753155719244,1.0,before 2015,1.0,1.0,32765.0,8000.0,sports car,0.0,0,0,0
16-25,female,majority,0-9y,none,poverty,0.186185114720855,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,university,upper class,0.616289338575794,1.0,after 2015,1.0,0.0,10238.0,13000.0,sedan,0.0,1,0,0
26-39,male,majority,10-19y,high school,working class,0.315129355603071,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,2.0,0,1,0
16-25,male,majority,0-9y,none,poverty,0.3499147461715375,0.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.483638012328859,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,4.0,1,2,0
26-39,female,majority,10-19y,high school,poverty,0.385874100842972,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,1,0,0
65+,male,majority,30y+,high school,upper class,0.634372502045722,1.0,after 2015,1.0,0.0,32765.0,11000.0,sedan,11.0,1,5,0
16-25,male,majority,0-9y,high school,working class,0.362174118672468,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,poverty,0.3499147461715375,0.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,0.0,2,3,1
65+,female,majority,10-19y,university,upper class,0.692883635713388,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,1,0
65+,female,majority,30y+,high school,upper class,0.577702852507691,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,2.0,0,3,0
40-64,male,majority,20-29y,university,upper class,0.664065014394885,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,1,1,0
40-64,male,majority,20-29y,high school,upper class,0.489702406296383,0.0,after 2015,0.0,0.0,10238.0,12000.0,sedan,3.0,0,1,0
26-39,female,minority,0-9y,none,poverty,0.282869480871157,0.0,before 2015,1.0,0.0,10238.0,13000.0,sports car,0.0,0,0,1
40-64,male,majority,0-9y,high school,working class,0.431700411796868,0.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,poverty,0.126453431398603,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.28599761026272,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,upper class,0.543007442865037,1.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,1.0,0,1,0
26-39,male,majority,10-19y,high school,middle class,0.37065678530086,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,6.0,0,1,0
16-25,female,majority,0-9y,high school,poverty,0.3499147461715375,0.0,before 2015,0.0,0.0,10238.0,18000.0,sports car,0.0,0,0,0
65+,female,majority,20-29y,high school,upper class,0.79171011099445,1.0,after 2015,1.0,1.0,32765.0,11000.0,sedan,5.0,0,2,0
26-39,female,majority,10-19y,high school,working class,0.471796308718938,0.0,before 2015,1.0,1.0,10238.0,5000.0,sedan,0.0,0,2,0
26-39,male,majority,10-19y,university,upper class,0.616289338575794,0.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,none,working class,0.628633149594721,0.0,before 2015,1.0,1.0,21217.0,9000.0,sedan,0.0,1,2,1
16-25,male,majority,0-9y,high school,poverty,0.344818055622535,0.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,high school,upper class,0.547822590963178,1.0,before 2015,0.0,0.0,10238.0,15000.0,sports car,5.0,0,1,0
16-25,male,majority,0-9y,high school,poverty,0.339864834590603,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.289787143946514,0.0,after 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,middle class,0.597934786475069,1.0,before 2015,1.0,1.0,92101.0,13000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,none,working class,0.369293079398826,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,none,working class,0.417125036993676,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,6.0,1,6,0
40-64,male,majority,20-29y,university,upper class,0.570277670616915,1.0,before 2015,1.0,0.0,32765.0,7000.0,sedan,5.0,1,4,0
40-64,female,majority,20-29y,high school,middle class,0.534048338021256,1.0,before 2015,0.0,0.0,10238.0,16000.0,sports car,1.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.616289338575794,0.0,after 2015,1.0,1.0,32765.0,11000.0,sedan,5.0,0,0,0
40-64,male,majority,0-9y,university,upper class,0.596828006236312,1.0,after 2015,1.0,1.0,92101.0,13000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.640948803103933,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,1,4,0
40-64,female,minority,20-29y,high school,middle class,0.5860627511953,0.0,before 2015,0.0,1.0,32765.0,13000.0,sports car,2.0,1,0,0
40-64,female,majority,0-9y,university,upper class,0.616824778030014,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
65+,male,minority,30y+,high school,middle class,0.322466018395098,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,1,0
65+,male,majority,30y+,none,middle class,0.344957864738121,1.0,before 2015,0.0,1.0,32765.0,15000.0,sedan,7.0,0,0,0
16-25,male,majority,0-9y,university,upper class,0.715403422757268,1.0,after 2015,1.0,1.0,32765.0,10000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,working class,0.408292006153343,1.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,1.0,0,1,1
16-25,male,majority,0-9y,none,poverty,0.270844012165979,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,upper class,0.606735714725739,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,1.0,0,2,0
65+,female,majority,30y+,university,upper class,0.582468017917899,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,1.0,1,3,0
65+,male,majority,0-9y,high school,upper class,0.606220644797911,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,0-9y,university,upper class,0.616289338575794,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,middle class,0.755633866133054,0.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,poverty,0.291208626052175,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,upper class,0.616111724383974,1.0,after 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
40-64,female,minority,10-19y,high school,working class,0.471236139921578,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.678237022336471,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,7,0
40-64,male,majority,20-29y,high school,middle class,0.51534864605174,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0,2,0
65+,male,majority,10-19y,high school,upper class,0.507690848953627,1.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,3.0,1,4,0
40-64,female,majority,10-19y,none,working class,0.509910296776192,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,1,0
40-64,female,majority,0-9y,none,working class,0.50385973463521,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,middle class,0.577135941672739,0.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,4.0,0,3,0
26-39,male,majority,0-9y,university,middle class,0.64775549699227,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,0-9y,university,upper class,0.616289338575794,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,high school,middle class,0.577813183696164,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,3.0,2,4,0
40-64,male,majority,20-29y,high school,middle class,0.495350283531523,1.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,4.0,1,2,0
16-25,male,majority,0-9y,high school,poverty,0.45267655926264,0.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,middle class,0.616426203601674,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,middle class,0.345726188479009,1.0,after 2015,0.0,0.0,32765.0,13000.0,sedan,2.0,0,1,0
26-39,female,majority,0-9y,university,middle class,0.584127352815541,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.611701817634406,0.0,before 2015,1.0,0.0,32765.0,9000.0,sedan,5.0,0,1,0
65+,female,majority,30y+,high school,upper class,0.545890073511507,1.0,after 2015,0.0,1.0,21217.0,15000.0,sedan,1.0,0,0,1
26-39,male,majority,10-19y,none,poverty,0.143656848319336,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,1,0
26-39,female,majority,10-19y,none,poverty,0.326240338704674,1.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,2.0,0,0,1
26-39,male,minority,0-9y,high school,poverty,0.280654380648163,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,1,1,0
65+,female,majority,0-9y,high school,upper class,0.730677462606418,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,middle class,0.578371216642883,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,2.0,0,4,0
40-64,male,majority,10-19y,none,middle class,0.481662751420771,1.0,before 2015,0.0,0.0,10238.0,10000.0,sedan,2.0,0,1,0
40-64,male,majority,10-19y,high school,working class,0.251622709167971,0.0,before 2015,1.0,1.0,10238.0,12000.0,sports car,2.0,1,1,0
40-64,female,majority,20-29y,university,upper class,0.587289381093203,1.0,after 2015,1.0,0.0,32765.0,12000.0,sedan,1.0,0,1,0
26-39,female,majority,10-19y,high school,middle class,0.557399602183415,1.0,before 2015,0.0,1.0,32765.0,6000.0,sedan,1.0,0,0,0
16-25,female,majority,0-9y,high school,poverty,0.428983202868951,0.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.640323693374868,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,5.0,0,4,0
65+,male,majority,30y+,high school,working class,0.497287852895494,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,2.0,0,4,0
26-39,male,majority,10-19y,none,working class,0.446647344957901,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,5.0,0,1,0
26-39,male,majority,10-19y,high school,middle class,0.271064214568778,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,4,0
26-39,female,majority,10-19y,high school,middle class,0.565578091693585,1.0,before 2015,1.0,0.0,10238.0,12000.0,sports car,0.0,0,0,0
26-39,male,majority,10-19y,high school,working class,0.381262306885702,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,3.0,0,2,0
26-39,male,majority,0-9y,university,upper class,0.63912815755038,1.0,after 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
65+,female,majority,0-9y,high school,middle class,0.526753155719244,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
